,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,LastName,cabin_proper,multiple_cabin,family_memb_count,has_family,friends_count,has_friend,no_fam_friend,has_master_miss,age_grp
4970,852,0,3,"Svensson, Mr. Johan",male,74,0,0,347060,7.775,not_assigned,S,Svensson,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,9
4978,130,0,3,"Ekstrom, Mr. Johan",male,45,0,0,347061,6.975,not_assigned,S,Ekstrom,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
4988,720,0,3,"Johnson, Mr. Malkolm Joackim",male,33,0,0,347062,7.775,not_assigned,S,Johnson,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
4999,806,0,3,"Johansson, Mr. Karl Johan",male,31,0,0,347063,7.775,not_assigned,S,Johansson,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
5012,407,0,3,"Widegren, Mr. Carl/Charles Peter",male,51,0,0,347064,7.75,not_assigned,S,Widegren,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,7
5021,232,0,3,"Larsson, Mr. Bengt Edvin",male,29,0,0,347067,7.775,not_assigned,S,Larsson,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
5032,163,0,3,"Bengtsson, Mr. John Viktor",male,26,0,0,347068,7.775,not_assigned,S,Bengtsson,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
5042,380,0,3,"Gustafsson, Mr. Karl Gideon",male,19,0,0,347069,7.775,not_assigned,S,Gustafsson,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
5053,247,0,3,"Lindahl, Miss. Agda Thorilda Viktoria",female,25,0,0,347071,7.775,not_assigned,S,Lindahl,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,4
5066,277,0,3,"Lindblom, Miss. Augusta Charlotta",female,45,0,0,347073,7.75,not_assigned,S,Lindblom,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,6
5074,765,0,3,"Eklund, Mr. Hans Linus",male,16,0,0,347074,7.775,not_assigned,S,Eklund,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,3
5086,443,0,3,"Petterson, Mr. Johan Emil",male,25,1,0,347076,7.775,not_assigned,S,Petterson,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
5099,26,1,3,"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)",female,38,1,5,347077,31.3875,not_assigned,S,Asplund,FALSE,FALSE,4,TRUE,4,FALSE,FALSE,FALSE,6
5106,183,0,3,"Asplund, Master. Clarence Gustaf Hugo",male,9,4,2,347077,31.3875,not_assigned,S,Asplund,FALSE,FALSE,4,TRUE,4,FALSE,FALSE,TRUE,2
5116,234,1,3,"Asplund, Miss. Lillian Gertrud",female,5,4,2,347077,31.3875,not_assigned,S,Asplund,FALSE,FALSE,4,TRUE,4,FALSE,FALSE,TRUE,1
5126,262,1,3,"Asplund, Master. Edvin Rojj Felix",male,3,4,2,347077,31.3875,not_assigned,S,Asplund,FALSE,FALSE,4,TRUE,4,FALSE,FALSE,TRUE,0
5140,776,0,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18,0,0,347078,7.75,not_assigned,S,Myhrman,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,3
5153,424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28,1,1,347080,14.4,not_assigned,S,Danbom,FALSE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,5
5164,617,0,3,"Danbom, Mr. Ernst Gilbert",male,34,1,1,347080,14.4,not_assigned,S,Danbom,FALSE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,5
5174,142,1,3,"Nysten, Miss. Anna Sofia",female,22,0,0,347081,7.75,not_assigned,S,Nysten,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,4
5187,14,0,3,"Andersson, Mr. Anders Johan",male,39,1,5,347082,31.275,not_assigned,S,Andersson,FALSE,FALSE,7,TRUE,7,FALSE,FALSE,FALSE,6
5192,120,0,3,"Andersson, Miss. Ellis Anna Maria",female,2,4,2,347082,31.275,not_assigned,S,Andersson,FALSE,FALSE,7,TRUE,7,FALSE,FALSE,TRUE,0
5205,542,0,3,"Andersson, Miss. Ingeborg Constanzia",female,9,4,2,347082,31.275,not_assigned,S,Andersson,FALSE,FALSE,7,TRUE,7,FALSE,FALSE,TRUE,2
5216,543,0,3,"Andersson, Miss. Sigrid Elisabeth",female,11,4,2,347082,31.275,not_assigned,S,Andersson,FALSE,FALSE,7,TRUE,7,FALSE,FALSE,TRUE,2
5231,611,0,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39,1,5,347082,31.275,not_assigned,S,Andersson,FALSE,FALSE,7,TRUE,7,FALSE,FALSE,FALSE,6
5237,814,0,3,"Andersson, Miss. Ebba Iris Alfrida",female,6,4,2,347082,31.275,not_assigned,S,Andersson,FALSE,FALSE,7,TRUE,7,FALSE,FALSE,TRUE,1
5248,851,0,3,"Andersson, Master. Sigvard Harald Elias",male,4,4,2,347082,31.275,not_assigned,S,Andersson,FALSE,FALSE,7,TRUE,7,FALSE,FALSE,TRUE,1
5262,268,1,3,"Persson, Mr. Ernst Ulrik",male,25,1,0,347083,7.775,not_assigned,S,Persson,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
5273,555,1,3,"Ohman, Miss. Velin",female,22,0,0,347085,7.775,not_assigned,S,Ohman,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,4
5283,808,0,3,"Pettersson, Miss. Ellen Natalia",female,18,0,0,347087,7.775,not_assigned,S,Pettersson,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,3
5292,64,0,3,"Skoog, Master. Harald",male,4,3,2,347088,27.9,not_assigned,S,Skoog,FALSE,FALSE,6,TRUE,6,FALSE,FALSE,TRUE,1
5308,168,0,3,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",female,45,1,4,347088,27.9,not_assigned,S,Skoog,FALSE,FALSE,6,TRUE,6,FALSE,FALSE,FALSE,6
5319,361,0,3,"Skoog, Mr. Wilhelm",male,40,1,4,347088,27.9,not_assigned,S,Skoog,FALSE,FALSE,6,TRUE,6,FALSE,FALSE,FALSE,6
5326,635,0,3,"Skoog, Miss. Mabel",female,9,3,2,347088,27.9,not_assigned,S,Skoog,FALSE,FALSE,6,TRUE,6,FALSE,FALSE,TRUE,2
5335,643,0,3,"Skoog, Miss. Margit Elizabeth",female,2,3,2,347088,27.9,not_assigned,S,Skoog,FALSE,FALSE,6,TRUE,6,FALSE,FALSE,TRUE,0
5348,820,0,3,"Skoog, Master. Karl Thorsten",male,10,3,2,347088,27.9,not_assigned,S,Skoog,FALSE,FALSE,6,TRUE,6,FALSE,FALSE,TRUE,2
5362,805,1,3,"Hedman, Mr. Oskar Arvid",male,27,0,0,347089,6.975,not_assigned,S,Hedman,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
5373,282,0,3,"Olsson, Mr. Nils Johan Goransson",male,28,0,0,347464,7.8542,not_assigned,S,Olsson,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
5383,92,0,3,"Andreasson, Mr. Paul Edvin",male,20,0,0,347466,7.8542,not_assigned,S,Andreasson,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
5394,834,0,3,"Augustsson, Mr. Albert",male,23,0,0,347468,7.8542,not_assigned,S,Augustsson,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
5406,316,1,3,"Nilsson, Miss. Helmina Josefina",female,26,0,0,347470,7.8542,not_assigned,S,Nilsson,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,5
5417,9,1,3,"Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg)",female,27,0,2,347742,11.1333,not_assigned,S,Johnson,FALSE,FALSE,3,TRUE,3,FALSE,FALSE,FALSE,5
5423,173,1,3,"Johnson, Miss. Eleanor Ileen",female,1,1,1,347742,11.1333,not_assigned,S,Johnson,FALSE,FALSE,3,TRUE,3,FALSE,FALSE,TRUE,0
5435,870,1,3,"Johnson, Master. Harold Theodor",male,4,1,1,347742,11.1333,not_assigned,S,Johnson,FALSE,FALSE,3,TRUE,3,FALSE,FALSE,TRUE,1
5452,632,0,3,"Lundahl, Mr. Johan Svensson",male,51,0,0,347743,7.0542,not_assigned,S,Lundahl,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,7
5462,700,0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,42,0,0,348121,7.65,F G63,S,Humblen,FALSE,TRUE,1,FALSE,1,FALSE,TRUE,FALSE,6
5471,76,0,3,"Moen, Mr. Sigurd Hansen",male,25,0,0,348123,7.65,F G73,S,Moen,FALSE,TRUE,1,FALSE,1,FALSE,TRUE,FALSE,4
5482,716,0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,19,0,0,348124,7.65,F G73,S,Soholt,FALSE,TRUE,1,FALSE,1,FALSE,TRUE,FALSE,4
5494,739,0,3,"Ivanoff, Mr. Kanio",male,27.7503948,0,0,349201,7.8958,not_assigned,S,Ivanoff,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
5504,795,0,3,"Dantcheff, Mr. Ristiu",male,25,0,0,349203,7.8958,not_assigned,S,Dantcheff,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
5515,754,0,3,"Jonkoff, Mr. Lalio",male,23,0,0,349204,7.8958,not_assigned,S,Jonkoff,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
5526,567,0,3,"Stoytcheff, Mr. Ilia",male,19,0,0,349205,7.8958,not_assigned,S,Stoytcheff,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
5537,288,0,3,"Naidenoff, Mr. Penko",male,22,0,0,349206,7.8958,not_assigned,S,Naidenoff,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
5549,106,0,3,"Mionoff, Mr. Stoytcho",male,28,0,0,349207,7.8958,not_assigned,S,Mionoff,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
5560,77,0,3,"Staneff, Mr. Ivan",male,27.7503948,0,0,349208,7.8958,not_assigned,S,Staneff,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
5570,515,0,3,"Coleff, Mr. Satio",male,24,0,0,349209,7.4958,not_assigned,S,Coleff,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
5583,664,0,3,"Coleff, Mr. Peju",male,36,0,0,349210,7.4958,not_assigned,S,Coleff,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
5592,878,0,3,"Petroff, Mr. Nedelio",male,19,0,0,349212,7.8958,not_assigned,S,Petroff,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
5604,848,0,3,"Markoff, Mr. Marin",male,35,0,0,349213,7.8958,not_assigned,C,Markoff,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
5615,602,0,3,"Slabenoff, Mr. Petco",male,27.7503948,0,0,349214,7.8958,not_assigned,S,Slabenoff,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
5626,102,0,3,"Petroff, Mr. Pastcho (""Pentcho"")",male,27.7503948,0,0,349215,7.8958,not_assigned,S,Petroff,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
5637,30,0,3,"Todoroff, Mr. Lalio",male,27.7503948,0,0,349216,7.8958,not_assigned,S,Todoroff,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
5648,879,0,3,"Laleff, Mr. Kristo",male,27.7503948,0,0,349217,7.8958,not_assigned,S,Laleff,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
5659,740,0,3,"Nankoff, Mr. Minko",male,27.7503948,0,0,349218,7.8958,not_assigned,S,Nankoff,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
5670,322,0,3,"Danoff, Mr. Yoto",male,27,0,0,349219,7.8958,not_assigned,S,Danoff,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
5681,651,0,3,"Mitkoff, Mr. Mito",male,27.7503948,0,0,349221,7.8958,not_assigned,S,Mitkoff,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
5692,411,0,3,"Sdycoff, Mr. Todor",male,27.7503948,0,0,349222,7.8958,not_assigned,S,Sdycoff,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
5703,657,0,3,"Radeff, Mr. Alexander",male,27.7503948,0,0,349223,7.8958,not_assigned,S,Radeff,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
5714,629,0,3,"Bostandyeff, Mr. Guentcho",male,26,0,0,349224,7.8958,not_assigned,S,Bostandyeff,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
5725,336,0,3,"Denkoff, Mr. Mitto",male,27.7503948,0,0,349225,7.8958,not_assigned,S,Denkoff,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
5736,385,0,3,"Plotcharsky, Mr. Vasil",male,27.7503948,0,0,349227,7.8958,not_assigned,S,Plotcharsky,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
5746,688,0,3,"Dakic, Mr. Branko",male,19,0,0,349228,10.1708,not_assigned,S,Dakic,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
5757,647,0,3,"Cor, Mr. Liudevit",male,19,0,0,349231,7.8958,not_assigned,S,Cor,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
5768,295,0,3,"Mineff, Mr. Ivan",male,24,0,0,349233,7.8958,not_assigned,S,Mineff,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
5780,224,0,3,"Nenkoff, Mr. Christo",male,27.7503948,0,0,349234,7.8958,not_assigned,S,Nenkoff,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
5790,294,0,3,"Haas, Miss. Aloisia",female,24,0,0,349236,8.85,not_assigned,S,Haas,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,4
5800,50,0,3,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",female,18,1,0,349237,17.8,not_assigned,S,Arnold-Franchi,FALSE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,3
5812,354,0,3,"Arnold-Franchi, Mr. Josef",male,25,1,0,349237,17.8,not_assigned,S,Arnold-Franchi,FALSE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,4
5824,286,0,3,"Stankovic, Mr. Ivan",male,33,0,0,349239,8.6625,not_assigned,C,Stankovic,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
5835,456,1,3,"Jalsevac, Mr. Ivan",male,29,0,0,349240,7.8958,not_assigned,C,Jalsevac,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
5846,131,0,3,"Drazenoic, Mr. Jozef",male,33,0,0,349241,7.8958,not_assigned,C,Drazenoic,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
5857,520,0,3,"Pavlovic, Mr. Stefo",male,32,0,0,349242,7.8958,not_assigned,S,Pavlovic,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
5868,314,0,3,"Hendekovic, Mr. Ignjac",male,28,0,0,349243,7.8958,not_assigned,S,Hendekovic,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
5879,798,1,3,"Osman, Mrs. Mara",female,31,0,0,349244,8.6833,not_assigned,S,Osman,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
5890,101,0,3,"Petranec, Miss. Matilda",female,28,0,0,349245,7.8958,not_assigned,S,Petranec,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,5
5901,607,0,3,"Karaic, Mr. Milan",male,30,0,0,349246,7.8958,not_assigned,S,Karaic,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
5913,190,0,3,"Turcin, Mr. Stjepan",male,36,0,0,349247,7.8958,not_assigned,S,Turcin,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
5923,871,0,3,"Balkic, Mr. Cerin",male,26,0,0,349248,7.8958,not_assigned,S,Balkic,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
5935,109,0,3,"Rekic, Mr. Tido",male,38,0,0,349249,7.8958,not_assigned,S,Rekic,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
5946,562,0,3,"Sivic, Mr. Husein",male,40,0,0,349251,7.8958,not_assigned,S,Sivic,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
5955,522,0,3,"Vovk, Mr. Janko",male,22,0,0,349252,7.8958,not_assigned,S,Vovk,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
5967,43,0,3,"Kraeff, Mr. Theodor",male,27.7503948,0,0,349253,7.8958,not_assigned,C,Kraeff,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
5978,421,0,3,"Gheorgheff, Mr. Stanio",male,27.7503948,0,0,349254,7.8958,not_assigned,C,Gheorgheff,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
5985,692,1,3,"Karun, Miss. Manca",female,4,0,1,349256,13.4167,not_assigned,C,Karun,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,1
6000,882,0,3,"Markun, Mr. Johann",male,33,0,0,349257,7.8958,not_assigned,S,Markun,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
6006,8,0,3,"Palsson, Master. Gosta Leonard",male,2,3,1,349909,21.075,not_assigned,S,Palsson,FALSE,FALSE,4,TRUE,4,FALSE,FALSE,TRUE,0
6019,25,0,3,"Palsson, Miss. Torborg Danira",female,8,3,1,349909,21.075,not_assigned,S,Palsson,FALSE,FALSE,4,TRUE,4,FALSE,FALSE,TRUE,2
6028,375,0,3,"Palsson, Miss. Stina Viola",female,3,3,1,349909,21.075,not_assigned,S,Palsson,FALSE,FALSE,4,TRUE,4,FALSE,FALSE,TRUE,0
6044,568,0,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,29,0,4,349909,21.075,not_assigned,S,Palsson,FALSE,FALSE,4,TRUE,4,FALSE,FALSE,FALSE,5
6056,606,0,3,"Lindell, Mr. Edvard Bengtsson",male,36,1,0,349910,15.55,not_assigned,S,Lindell,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
6064,676,0,3,"Edvardsson, Mr. Gustaf Hjalmar",male,18,0,0,349912,7.775,not_assigned,S,Edvardsson,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,3
6077,705,0,3,"Hansen, Mr. Henrik Juul",male,26,1,0,350025,7.8542,not_assigned,S,Hansen,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
6089,861,0,3,"Hansen, Mr. Claus Peter",male,41,2,0,350026,14.1083,not_assigned,S,Hansen,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
6098,624,0,3,"Hansen, Mr. Henry Damsgaard",male,21,0,0,350029,7.8542,not_assigned,S,Hansen,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
6109,392,1,3,"Jansson, Mr. Carl Olof",male,21,0,0,350034,7.7958,not_assigned,S,Jansson,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
6120,500,0,3,"Svensson, Mr. Olof",male,24,0,0,350035,7.7958,not_assigned,S,Svensson,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
6130,689,0,3,"Fischer, Mr. Eberhard Thelander",male,18,0,0,350036,7.7958,not_assigned,S,Fischer,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,3
6143,757,0,3,"Carlsson, Mr. August Sigfrid",male,28,0,0,350042,7.7958,not_assigned,S,Carlsson,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
6154,147,1,3,"Andersson, Mr. August Edvard (""Wennerstrom"")",male,27,0,0,350043,7.7958,not_assigned,S,Andersson,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
6164,193,1,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",female,19,1,0,350046,7.8542,not_assigned,S,Andersen-Jensen,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,4
6178,772,0,3,"Jensen, Mr. Niels Peder",male,48,0,0,350047,7.8542,not_assigned,S,Jensen,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,7
6185,722,0,3,"Jensen, Mr. Svend Lauritz",male,17,1,0,350048,7.0542,not_assigned,S,Jensen,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,3
6197,641,0,3,"Jensen, Mr. Hans Peder",male,20,0,0,350050,7.8542,not_assigned,S,Jensen,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
6208,396,0,3,"Johansson, Mr. Erik",male,22,0,0,350052,7.7958,not_assigned,S,Johansson,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
6219,479,0,3,"Karlsson, Mr. Nils August",male,22,0,0,350060,7.5208,not_assigned,S,Karlsson,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
6229,176,0,3,"Klasen, Mr. Klas Albin",male,18,1,1,350404,7.8542,not_assigned,S,Klasen,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,3
6239,15,0,3,"Vestrom, Miss. Hulda Amanda Adolfina",female,14,0,0,350406,7.8542,not_assigned,S,Vestrom,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,2
6253,397,0,3,"Olsson, Miss. Elina",female,31,0,0,350407,7.8542,not_assigned,S,Olsson,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,5
6264,570,1,3,"Jonsson, Mr. Carl",male,32,0,0,350417,7.8542,not_assigned,S,Jonsson,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
6274,576,0,3,"Patchett, Mr. George",male,19,0,0,358585,14.5,not_assigned,S,Patchett,FALSE,FALSE,1,FALSE,2,TRUE,FALSE,FALSE,4
6286,761,0,3,"Garfirth, Mr. John",male,25.2175,0,0,358585,14.5,not_assigned,S,Garfirth,FALSE,FALSE,1,FALSE,2,TRUE,FALSE,FALSE,5
6297,251,0,3,"Reed, Mr. James George",male,30.19013933,0,0,362316,7.25,not_assigned,S,Reed,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
6305,166,1,3,"Goldsmith, Master. Frank John William ""Frankie""",male,9,0,2,363291,20.525,not_assigned,S,Goldsmith,FALSE,FALSE,3,TRUE,3,FALSE,FALSE,TRUE,2
6319,329,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31,1,1,363291,20.525,not_assigned,S,Goldsmith,FALSE,FALSE,3,TRUE,3,FALSE,FALSE,FALSE,5
6330,549,0,3,"Goldsmith, Mr. Frank John",male,33,1,1,363291,20.525,not_assigned,S,Goldsmith,FALSE,FALSE,3,TRUE,3,FALSE,FALSE,FALSE,5
6341,759,0,3,"Theobald, Mr. Thomas Leonard",male,34,0,0,363294,8.05,not_assigned,S,Theobald,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
6353,697,0,3,"Kelly, Mr. James",male,44,0,0,363592,8.05,not_assigned,S,Kelly,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
6364,539,0,3,"Risien, Mr. Samuel Beard",male,44.3575,0,0,364498,14.5,not_assigned,S,Risien,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
6374,815,0,3,"Tomlin, Mr. Ernest Portage",male,30.5,0,0,364499,8.05,not_assigned,S,Tomlin,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
6388,95,0,3,"Coxon, Mr. Daniel",male,59,0,0,364500,7.25,not_assigned,S,Coxon,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,8
6396,462,0,3,"Morley, Mr. William",male,34,0,0,364506,8.05,not_assigned,S,Morley,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
6408,604,0,3,"Torber, Mr. Ernst William",male,44,0,0,364511,8.05,not_assigned,S,Torber,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
6418,615,0,3,"Brocklebank, Mr. William Alfred",male,35,0,0,364512,8.05,not_assigned,S,Brocklebank,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
6429,80,1,3,"Dowdell, Miss. Elizabeth",female,30,0,0,364516,12.475,not_assigned,S,Dowdell,FALSE,FALSE,1,FALSE,2,TRUE,FALSE,TRUE,5
6436,778,1,3,"Emanuel, Miss. Virginia Ethel",female,5,0,0,364516,12.475,not_assigned,S,Emanuel,FALSE,FALSE,1,FALSE,2,TRUE,FALSE,TRUE,1
6450,502,0,3,"Canavan, Miss. Mary",female,21,0,0,364846,7.75,not_assigned,Q,Canavan,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,4
6459,594,0,3,"Bourke, Miss. Mary",female,12.7372,0,2,364848,7.75,not_assigned,Q,Bourke,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,2
6474,189,0,3,"Bourke, Mr. John",male,40,1,1,364849,15.5,not_assigned,Q,Bourke,FALSE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,6
6484,658,0,3,"Bourke, Mrs. John (Catherine)",female,32,1,1,364849,15.5,not_assigned,Q,Bourke,FALSE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,5
6495,768,0,3,"Mangan, Miss. Mary",female,30.5,0,0,364850,7.75,not_assigned,Q,Mangan,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,5
6507,429,0,3,"Flynn, Mr. James",male,44.3834837,0,0,364851,7.75,not_assigned,Q,Flynn,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,6
6516,144,0,3,"Burke, Mr. Jeremiah",male,19,0,0,365222,6.75,not_assigned,Q,Burke,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,4
6526,655,0,3,"Hegarty, Miss. Hanora ""Nora""",female,18,0,0,365226,6.75,not_assigned,Q,Hegarty,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,TRUE,3
6539,302,1,3,"McCoy, Mr. Bernard",male,28.17,2,0,367226,23.25,not_assigned,Q,McCoy,FALSE,FALSE,2,TRUE,2,FALSE,FALSE,FALSE,5
6549,331,1,3,"McCoy, Miss. Agnes",female,24.50833333,2,0,367226,23.25,not_assigned,Q,McCoy,FALSE,FALSE,2,TRUE,2,FALSE,FALSE,TRUE,4
6561,829,1,3,"McCormack, Mr. Thomas Joseph",male,34.15537331,0,0,367228,7.75,not_assigned,Q,McCormack,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
6572,215,0,3,"Kiernan, Mr. Philip",male,31.91720545,1,0,367229,7.75,not_assigned,Q,Kiernan,FALSE,FALSE,1,FALSE,1,FALSE,TRUE,FALSE,5
6581,242,1,3,"Murphy, Miss. Katherine ""Kate""",female,17.68003333,1,0,367230,15.5,not_assigned,Q,Murphy,FALSE,FALSE,2,TRUE,2,FALSE,FALSE,TRUE,3
6592,613,1,3,"Murphy, Miss. Margaret Jane",female,17.68003333,1,0,367230,15.5,not_assigned,Q,Murphy,FALSE,FALSE,2,TRUE,2,FALSE,FALSE,TRUE,3
